Gene_id	dsc_1	dsc_3	dsc_5	dsc_7	dsc_9	dsc_2	dsc_4	dsc_6	dsc_8	dsc_10	dsc_27	dsc_28	dsc_29	dsc_30	dsc_31
ENSG00000277971	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000099910	622	834	800	683	691	928	1047	731	899	763	929	964	926	820	2
ENSG00000215493	1	3	5	7	6	2	4	2	7	2	5	18	10	14	0
ENSG00000255156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201916	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000242876	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0
ENSG00000236670	0	0	1	5	0	1	3	1	1	1	1	0	8	2	0
ENSG00000099917	3210	4168	4207	3286	3574	4421	4514	3472	5125	3798	5289	4567	4393	3644	6
ENSG00000236003	0	0	0	0	0	0	2	0	1	1	0	0	7	10	0
ENSG00000250261	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000223553	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000276427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238125	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000229107	0	1	1	1	2	4	0	1	1	1	1	0	1	2	2
ENSG00000217261	0	0	1	0	0	0	1	0	0	0	0	1	0	2	1
ENSG00000235062	0	0	0	0	0	1	0	0	1	0	0	0	3	0	0
ENSG00000226287	33	30	28	27	35	52	56	42	32	42	63	57	61	46	0
ENSG00000241973	2187	1615	2763	2503	2593	3248	1908	2447	2737	2622	3312	2406	3756	3053	8
ENSG00000099937	0	1	3	2	0	0	0	1	2	0	3	0	3	4	0
ENSG00000099940	927	1128	987	892	1017	1355	1370	908	1120	1021	1016	1179	1013	911	3
ENSG00000272600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099942	2279	2989	2871	2562	3250	3278	3132	2276	3902	3167	2873	3492	3383	2810	5
ENSG00000237476	6	11	8	6	6	5	12	10	6	8	4	14	3	7	0
ENSG00000183773	9	11	17	17	12	12	9	12	11	10	46	33	25	26	0
ENSG00000285314	2	0	2	3	4	0	1	1	1	0	3	1	2	1	0
ENSG00000272829	2	5	4	3	7	4	2	3	4	1	3	7	1	0	0
ENSG00000099949	458	495	547	486	478	605	613	475	571	486	940	837	530	751	2
ENSG00000184436	385	502	399	386	497	578	514	374	546	481	603	685	445	427	0
ENSG00000230513	45	30	52	50	53	53	55	45	73	56	79	56	57	59	0
ENSG00000284060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000161149	6	15	16	14	8	12	26	11	24	7	21	17	21	18	0
ENSG00000099957	193	260	159	209	150	214	340	151	265	182	463	528	199	366	0
ENSG00000284130	0	0	0	1	3	1	0	0	2	0	2	1	0	0	0
ENSG00000099960	107	105	95	42	58	210	213	85	117	76	121	113	59	39	0
ENSG00000226872	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0
ENSG00000207575	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
ENSG00000206145	1	1	0	0	0	1	1	1	0	0	1	0	1	4	0
ENSG00000187905	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
ENSG00000249680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169668	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000197210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000239511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224688	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0
ENSG00000215498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283972	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000133475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169662	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000206142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274600	2	0	2	2	4	3	4	1	3	2	14	1	6	4	0
ENSG00000200057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169635	113	157	142	151	140	140	161	146	265	167	244	150	188	170	1
ENSG00000276800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206140	15	37	43	46	36	26	42	30	30	35	44	100	86	75	1
ENSG00000183506	71	110	136	78	113	100	119	125	59	112	648	637	662	339	6
ENSG00000252143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183246	0	1	3	1	0	0	0	1	0	3	1	1	9	0	0
ENSG00000185651	2815	3320	3378	2729	3068	3597	3039	2436	2938	2484	3641	4155	3928	3028	4
ENSG00000275293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000161179	134	125	126	95	129	218	179	99	150	144	265	169	144	113	0
ENSG00000161180	3	5	0	4	4	1	2	2	3	2	3	9	7	9	0
ENSG00000273342	0	0	1	0	2	1	1	0	0	1	1	0	2	5	0
ENSG00000128228	514	512	512	377	604	666	590	428	394	522	1124	660	572	751	3
ENSG00000207751	4	2	3	6	4	2	3	2	2	0	5	8	10	3	0
ENSG00000212102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284630	1	1	0	3	1	1	0	1	3	0	5	2	2	1	0
ENSG00000284651	0	0	0	2	1	0	0	0	0	0	1	1	1	1	0
ENSG00000284654	2	3	1	0	0	0	0	1	1	0	5	6	4	0	0
ENSG00000284621	0	0	0	0	0	0	0	0	0	0	4	1	5	3	0
ENSG00000272954	0	0	1	0	0	0	0	1	0	0	5	0	0	3	0
ENSG00000100023	1280	1479	1548	1610	1633	1712	1527	1303	1629	1483	1940	1714	1648	1586	1
ENSG00000100027	98	259	148	147	172	163	340	156	276	232	148	316	161	168	1
ENSG00000286365	2	3	2	2	5	3	5	1	1	0	1	8	16	5	0
ENSG00000244671	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0
ENSG00000286127	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000100030	6228	7847	8470	7838	7966	8674	9762	7102	12805	8212	6885	9851	10283	8086	19
ENSG00000200985	0	0	0	0	0	1	0	0	1	0	1	3	2	5	0
ENSG00000225544	0	0	7	13	0	0	0	9	10	0	3	5	15	6	0
ENSG00000100034	1988	2490	2812	2344	2654	2914	2987	2222	2867	2524	3119	2786	2682	2317	1
ENSG00000224086	54	73	59	88	52	61	59	47	113	58	130	137	92	120	0
ENSG00000100038	4	12	9	6	13	2	4	1	3	9	13	8	3	13	0
ENSG00000197549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253239	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263366	0	2	0	0	2	0	0	0	0	0	3	6	4	21	1
ENSG00000236118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228050	0	0	1	0	0	0	0	0	0	1	1	0	3	0	0
ENSG00000234726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279278	4	5	12	13	0	0	4	3	15	7	27	29	36	33	0
ENSG00000274422	0	0	3	2	3	0	2	3	7	2	20	26	35	36	1
ENSG00000234630	0	0	3	4	1	0	1	0	6	0	10	3	9	9	0
ENSG00000286129	8	6	8	25	9	20	13	8	20	25	11	8	15	22	0
ENSG00000272779	10	15	17	23	9	13	10	7	15	20	13	17	33	14	0
ENSG00000211643	0	4	0	3	0	1	0	0	0	0	4	1	6	1	0
ENSG00000211644	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0
ENSG00000211645	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000225724	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0
ENSG00000223350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211652	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000254175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253818	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000211653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253889	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000211654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275004	19	21	8	30	27	26	20	13	20	23	24	20	19	26	0
ENSG00000169548	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
ENSG00000185686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000100121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211673	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211679	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000211680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237472	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000100218	4	11	1	4	9	6	6	3	1	6	6	6	2	8	0
ENSG00000128266	136	181	137	191	202	194	210	127	264	201	159	227	124	201	1
ENSG00000283438	0	0	0	0	0	1	0	0	0	0	3	1	0	0	0
ENSG00000275635	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000100228	236	409	314	294	335	375	426	259	532	320	310	381	313	280	1
ENSG00000186716	761	909	837	862	792	1126	1039	761	917	818	1170	1147	887	1057	2
ENSG00000236794	0	2	0	0	0	0	0	0	0	0	0	1	1	1	0
ENSG00000240160	0	1	0	3	0	2	1	3	0	0	2	1	1	0	0
ENSG00000230701	4	3	1	3	3	3	8	2	7	1	8	7	5	4	0
ENSG00000214526	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000236611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000133519	0	1	0	3	0	0	1	0	7	4	5	0	1	3	0
ENSG00000248409	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227755	1	0	1	0	0	3	0	0	5	0	1	0	0	2	0
ENSG00000178248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280623	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000224277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000128322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272733	1	0	0	1	0	1	2	1	1	3	6	7	4	13	0
ENSG00000278655	0	0	0	0	2	0	0	2	1	1	0	0	5	6	0
ENSG00000189269	1	1	1	5	0	0	4	1	0	0	10	10	8	11	0
ENSG00000275609	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0
ENSG00000211683	0	3	0	0	0	0	1	0	0	0	0	5	5	8	0
ENSG00000228315	29	67	53	115	47	49	117	70	48	63	147	238	188	188	0
ENSG00000234353	0	1	4	1	1	3	1	2	1	3	13	14	9	8	0
ENSG00000244723	0	1	1	1	2	0	2	1	1	1	3	9	8	6	0
ENSG00000272578	4	9	4	4	7	6	7	3	7	5	42	25	28	19	0
ENSG00000159496	2	5	0	1	2	4	2	2	0	2	9	6	4	10	0
ENSG00000187792	194	299	315	285	289	317	389	270	318	263	293	330	391	401	0
ENSG00000128218	0	3	2	1	0	3	5	1	3	1	0	3	1	2	0
ENSG00000169314	5	0	7	2	3	4	1	1	3	3	7	1	8	6	0
ENSG00000250479	336	358	257	208	341	474	411	213	281	283	406	370	286	289	0
ENSG00000099953	979	1190	883	761	1105	1365	1341	724	1220	966	1331	1289	795	769	0
ENSG00000099956	2253	2576	2711	2350	2696	3065	2699	2158	3037	2364	3830	3493	3213	3082	2
ENSG00000099958	16	16	8	10	16	8	15	16	9	12	17	28	18	20	0
ENSG00000272973	0	0	0	1	0	0	1	0	1	0	1	1	1	0	0
ENSG00000133460	50	91	65	87	51	68	114	56	63	48	146	165	128	102	0
ENSG00000251357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279467	0	0	0	1	0	0	1	0	0	3	5	8	4	7	0
ENSG00000244425	0	0	2	1	1	2	0	1	2	3	2	2	5	5	0
ENSG00000240972	1	0	0	0	1	3	0	1	0	0	1	0	0	1	0
ENSG00000218537	9	0	9	12	1	12	1	8	26	0	14	2	11	16	0
ENSG00000273295	5	0	6	10	0	6	0	12	12	0	16	0	18	24	0
ENSG00000225282	0	0	0	0	0	1	0	0	1	0	0	0	4	4	1
ENSG00000206090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000133433	91	156	16	117	192	107	161	14	135	209	432	519	173	393	0
ENSG00000228039	0	0	1	0	1	0	1	0	3	1	0	2	2	3	0
ENSG00000099974	11	22	7	19	16	15	16	3	17	23	24	46	26	28	1
ENSG00000272787	2	0	1	3	3	1	2	2	4	0	4	5	5	14	0
ENSG00000099977	3	2	1	1	0	2	3	2	0	0	1	0	0	1	0
ENSG00000285762	0	0	0	0	0	0	0	1	0	1	0	1	10	0	0
ENSG00000224205	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000250470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099984	1	6	2	2	2	1	15	4	0	5	12	69	63	11	3
ENSG00000276950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235689	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000099991	2783	3044	3394	3484	3633	4147	3393	2692	3177	2960	4128	3099	3503	3375	4
ENSG00000232545	5	8	11	12	5	1	5	4	13	4	20	11	35	13	0
ENSG00000099994	341	119	106	76	109	474	161	91	127	80	423	111	80	85	0
ENSG00000099998	83	21	5	1	5	161	25	8	6	1	134	20	3	5	0
ENSG00000230712	3	0	0	0	0	3	1	1	0	0	16	0	0	0	0
ENSG00000128262	12	2	1	0	0	16	3	0	0	2	90	12	4	1	0
ENSG00000225098	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ENSG00000215464	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
ENSG00000100014	633	725	788	726	708	916	813	545	931	678	1006	895	821	755	0
ENSG00000258555	0	0	0	0	0	1	1	1	0	0	0	1	0	2	0
ENSG00000128271	3	5	1	2	1	3	2	2	1	3	4	5	6	7	0
ENSG00000178803	0	3	6	0	3	0	2	1	1	2	8	8	10	7	0
ENSG00000100024	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0
ENSG00000228923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000138867	1679	1851	2073	1901	1846	2188	2118	1677	2493	1844	1754	1788	1817	1719	1
ENSG00000100028	640	830	749	658	786	901	825	559	858	774	942	1153	1155	863	0
ENSG00000286070	0	2	2	1	1	3	3	1	0	1	6	4	4	4	0
ENSG00000178026	172	208	175	178	191	201	261	165	172	193	496	472	295	255	0
ENSG00000100031	1	0	0	1	0	2	1	1	2	0	2	3	8	3	0
ENSG00000230947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215481	0	0	1	1	0	0	0	1	0	0	2	1	5	2	0
ENSG00000284233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284128	0	0	0	0	0	0	0	0	1	1	4	0	1	2	0
ENSG00000284070	0	3	0	0	1	0	8	1	0	1	2	8	0	2	0
ENSG00000224124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224806	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
ENSG00000224334	2	5	2	1	9	2	1	0	3	7	6	14	8	31	1
ENSG00000282012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000182351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184571	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000167037	0	0	1	0	1	1	0	0	0	0	0	2	1	1	0
ENSG00000199783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197077	418	630	596	535	491	515	520	444	499	323	514	663	591	429	1
ENSG00000279085	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
ENSG00000279548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279006	0	0	0	0	0	0	0	0	3	0	2	0	2	0	0
ENSG00000279110	0	0	0	0	0	2	1	2	3	0	5	0	8	4	0
ENSG00000203280	0	2	0	0	0	0	1	0	0	0	0	0	1	1	0
ENSG00000271181	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0
ENSG00000100053	0	0	0	0	1	1	0	0	0	0	2	1	2	2	0
ENSG00000236641	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
ENSG00000244752	0	3	3	0	0	0	3	0	0	0	0	0	0	2	0
ENSG00000279298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230637	0	0	0	0	0	0	1	0	1	0	2	4	2	1	0
ENSG00000231466	4	4	6	2	2	3	3	2	2	6	5	14	13	7	0
ENSG00000100068	15	30	32	14	12	18	37	21	14	17	69	76	52	38	0
ENSG00000272942	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000272798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000100058	169	339	303	228	167	216	369	217	249	137	327	545	405	272	0
ENSG00000277872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272977	28	34	18	32	37	33	50	17	35	30	76	102	49	97	0
ENSG00000234884	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000100077	60	73	50	74	65	47	27	27	45	21	94	105	92	91	0
ENSG00000237387	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
