Gene_id	dsc_1	dsc_3	dsc_5	dsc_7	dsc_9	msc_11	msc_12	msc_13	msc_14	msc_15
ENSG00000251837	0	0	0	0	0	0	0	0	0	0
ENSG00000143033	247	306	357	308	351	388	255	266	282	203
ENSG00000117500	1484	1693	1521	1649	1614	1662	1153	1286	1494	1247
ENSG00000122483	15	53	40	74	63	115	11	9	54	42
ENSG00000237003	0	0	0	0	0	0	0	0	0	0
ENSG00000225297	0	0	0	0	0	0	0	0	0	0
ENSG00000223745	45	96	107	108	63	94	151	151	141	120
ENSG00000229567	0	1	1	0	3	4	1	5	4	3
ENSG00000117505	1585	1394	1843	1574	1781	1323	1622	1408	1298	1026
ENSG00000229635	0	4	0	3	0	0	1	0	1	0
ENSG00000207379	0	0	0	0	0	0	0	0	0	0
ENSG00000137942	1344	1411	1331	1292	1321	1345	1769	1646	1508	1187
ENSG00000212601	0	0	0	0	0	0	0	0	0	0
ENSG00000137936	1235	1345	1375	1083	1143	1472	1231	1832	1407	1356
ENSG00000224093	0	4	1	3	0	0	0	0	1	1
ENSG00000211575	0	2	0	0	1	0	0	0	0	0
ENSG00000260464	16	22	21	26	22	11	15	15	8	6
ENSG00000067334	811	776	894	813	933	1252	1086	927	1047	621
ENSG00000023909	572	283	317	314	288	530	1773	763	795	484
ENSG00000223490	0	0	0	0	0	0	0	0	0	0
ENSG00000234099	0	0	0	0	0	0	0	0	0	0
ENSG00000235794	0	0	0	0	0	0	0	0	0	0
ENSG00000232752	0	0	0	0	0	0	0	0	0	0
ENSG00000229842	0	0	0	0	0	0	0	0	0	0
ENSG00000250890	0	0	0	0	0	0	0	0	0	0
ENSG00000236689	0	0	0	0	0	0	0	0	0	0
ENSG00000226960	0	0	0	0	0	0	0	0	0	0
ENSG00000233129	0	0	0	0	0	0	0	0	0	0
ENSG00000198691	12	2	2	1	0	3	34	2	0	2
ENSG00000233482	0	0	0	0	0	0	1	0	0	0
ENSG00000137962	1054	126	37	19	35	426	608	94	55	111
ENSG00000264963	0	0	0	0	0	0	0	0	0	0
ENSG00000226835	1	0	0	0	0	0	1	0	0	0
ENSG00000178596	0	0	0	0	1	2	1	0	0	0
ENSG00000236098	4	0	0	0	0	0	0	0	1	0
ENSG00000232918	0	0	0	0	0	0	0	0	0	0
ENSG00000286692	0	0	0	0	0	2	0	0	2	3
ENSG00000117528	1306	1616	1638	1461	1618	1688	1855	2236	2040	1594
ENSG00000117525	66	61	52	40	65	6	8	2	8	7
ENSG00000223675	0	0	0	0	0	0	2	2	0	0
ENSG00000224081	5	26	16	21	18	24	128	104	97	67
ENSG00000232857	0	0	0	0	0	0	0	0	0	0
ENSG00000263526	0	0	0	0	0	0	0	0	0	0
ENSG00000143036	16	48	39	48	60	99	194	167	249	204
ENSG00000117519	16045	16226	19536	18199	20208	6222	4401	5192	6645	6460
ENSG00000235501	335	442	425	444	562	97	136	119	104	78
ENSG00000172339	212	262	287	236	287	275	277	382	485	394
ENSG00000230427	0	0	2	2	1	1	3	1	0	1
ENSG00000152078	69	87	84	61	94	376	141	138	210	274
ENSG00000271092	2	5	5	8	5	5	7	6	5	0
ENSG00000231992	0	0	0	0	0	1	0	0	0	0
ENSG00000206679	0	0	0	0	0	0	0	0	0	0
ENSG00000226026	7	20	13	5	14	29	18	31	29	31
ENSG00000122481	33	44	47	39	54	85	69	84	111	96
ENSG00000228852	1	2	2	0	0	0	1	4	4	4
ENSG00000287919	0	0	0	0	1	3	2	0	2	0
ENSG00000228504	0	0	0	0	0	0	0	0	0	0
ENSG00000230434	0	0	0	0	0	0	0	0	0	0
ENSG00000237954	0	0	0	0	0	0	0	0	0	0
ENSG00000233907	0	0	0	0	0	0	0	0	0	0
ENSG00000228971	0	0	0	0	0	1	1	4	3	1
ENSG00000271252	0	0	0	0	0	0	0	0	1	0
ENSG00000237435	0	0	0	0	0	0	0	0	0	0
ENSG00000200800	0	0	0	0	0	0	0	0	0	0
ENSG00000231987	0	0	0	1	0	0	0	0	0	0
ENSG00000225923	0	0	0	0	0	0	0	0	0	0
ENSG00000234422	0	0	0	0	0	0	0	0	0	0
ENSG00000228502	69	114	67	36	351	273	104	217	323	169
ENSG00000241992	0	0	0	0	0	0	0	0	0	0
ENSG00000234226	0	0	0	0	0	0	0	0	0	0
ENSG00000137970	69	44	75	46	88	72	57	95	86	74
ENSG00000223229	0	0	0	0	0	0	0	0	0	0
ENSG00000117569	204	256	259	235	323	135	143	199	167	156
ENSG00000188641	1118	2114	2229	1451	2231	79	22	91	44	71
ENSG00000232878	0	1	3	1	2	0	0	0	0	0
ENSG00000232542	0	2	0	0	0	0	0	0	0	0
ENSG00000228057	4	1	3	5	11	15	12	19	12	5
ENSG00000226128	0	0	0	0	0	0	0	0	0	0
ENSG00000230718	0	0	0	0	0	0	0	0	0	0
ENSG00000235777	0	0	0	0	0	0	0	0	0	0
ENSG00000270911	2	2	2	1	1	0	0	0	0	0
ENSG00000225206	52	87	90	51	66	0	3	1	0	0
ENSG00000259946	1	2	5	0	0	0	0	0	0	0
ENSG00000284247	0	0	0	0	0	0	0	0	0	0
ENSG00000284202	0	0	0	0	0	0	0	0	0	0
ENSG00000285922	4	40	20	16	10	0	0	0	0	0
ENSG00000233557	0	0	0	0	0	0	0	0	0	0
ENSG00000226053	5	21	13	9	12	0	0	0	0	0
ENSG00000280040	0	8	5	7	4	0	0	0	1	0
ENSG00000162627	848	957	892	953	1104	669	670	706	1001	691
ENSG00000117598	14	3	2	0	2	21	14	32	43	36
ENSG00000232825	0	0	0	0	0	0	0	0	0	0
ENSG00000227034	1	1	0	1	0	0	3	0	2	0
ENSG00000117600	1503	267	77	24	54	94	284	472	811	203
ENSG00000233983	0	0	0	0	0	0	0	0	0	0
ENSG00000224445	0	0	0	0	0	0	0	0	0	0
ENSG00000099260	3	12	12	13	21	53	93	227	86	337
ENSG00000223656	0	0	0	0	0	0	1	0	0	1
ENSG00000156869	43	9	17	15	27	119	68	48	72	132
ENSG00000201491	0	0	0	0	0	0	0	0	0	0
ENSG00000202254	0	0	0	0	0	0	0	0	0	0
ENSG00000231996	0	0	0	0	0	0	0	0	0	0
ENSG00000162688	626	742	843	722	790	738	671	491	551	538
ENSG00000228084	1	2	0	3	0	1	0	3	0	1
ENSG00000117620	325	378	399	396	368	184	219	215	242	212
ENSG00000283761	5	4	7	4	2	2	3	3	4	3
ENSG00000212248	0	0	0	0	0	0	0	0	0	0
ENSG00000202259	0	0	0	0	0	0	0	0	0	0
ENSG00000156875	107	95	104	104	115	112	113	100	111	91
ENSG00000241073	0	0	0	0	0	0	0	0	0	0
ENSG00000156876	62	92	108	91	129	169	56	35	78	42
ENSG00000226952	0	0	0	0	0	0	0	1	0	0
ENSG00000122435	131	137	161	147	178	112	109	107	117	93
ENSG00000122477	1	9	2	7	1	15	22	160	50	43
ENSG00000137992	619	716	642	639	640	611	778	817	733	695
ENSG00000271415	0	2	0	0	2	0	0	0	0	0
ENSG00000225169	1	0	0	0	1	6	4	2	5	3
ENSG00000285530	0	0	0	0	1	0	1	0	0	1
ENSG00000230287	0	0	0	2	0	0	0	0	0	0
ENSG00000224616	32	62	37	59	32	37	81	84	64	39
ENSG00000137996	589	492	615	524	536	1080	983	864	985	725
ENSG00000207750	0	0	0	0	0	0	0	0	0	0
ENSG00000215871	0	0	0	0	2	2	1	0	3	0
ENSG00000223906	0	0	1	0	0	0	0	0	0	0
ENSG00000079335	51	44	88	87	93	65	70	34	60	56
ENSG00000234332	0	1	0	0	0	1	1	0	0	0
ENSG00000228086	0	0	0	0	0	0	0	0	0	0
ENSG00000181656	3	0	0	0	0	0	0	1	0	0
ENSG00000213421	0	0	0	0	0	0	0	0	0	0
ENSG00000230402	0	0	0	0	0	0	0	0	0	0
ENSG00000285525	0	0	0	0	0	0	0	0	0	0
ENSG00000224685	0	0	0	0	0	0	0	0	0	0
ENSG00000162692	4	1	0	0	0	0	0	0	0	0
ENSG00000162694	972	1126	1090	957	1183	817	839	751	923	702
ENSG00000273204	1	3	4	1	2	0	2	0	2	1
ENSG00000162695	710	640	746	702	656	980	971	764	796	640
ENSG00000230946	0	2	0	0	1	0	0	0	0	0
ENSG00000117543	338	384	330	304	402	635	951	985	921	687
ENSG00000235795	1	3	2	0	0	2	0	1	0	3
ENSG00000233184	39	54	48	51	63	83	102	89	101	49
ENSG00000252765	0	0	0	0	0	0	0	0	0	0
ENSG00000271578	0	0	0	0	0	0	0	0	0	0
ENSG00000225938	0	0	0	0	0	0	0	0	0	0
ENSG00000170989	5	8	1	1	2	4	2	0	0	0
ENSG00000228399	0	0	3	1	4	11	3	22	14	7
ENSG00000173810	0	0	0	0	0	0	0	0	0	0
ENSG00000231671	0	0	0	0	0	0	0	1	0	0
ENSG00000226715	0	0	1	0	3	1	1	0	1	0
ENSG00000252530	0	0	0	0	0	0	0	0	0	0
ENSG00000183298	2	5	2	1	10	6	1	10	14	6
ENSG00000118733	1	0	0	0	1	0	0	0	0	0
ENSG00000252717	0	0	0	0	0	0	0	0	0	0
ENSG00000271277	0	0	0	0	0	0	0	0	0	0
ENSG00000162699	0	0	0	0	0	0	0	0	0	0
ENSG00000233359	0	0	0	0	0	0	0	0	0	0
ENSG00000230864	0	0	0	0	0	0	0	0	0	0
ENSG00000060718	6902	11056	10830	8739	9184	5440	2272	2932	3831	7807
ENSG00000234257	0	0	0	0	0	0	0	0	0	0
ENSG00000230759	0	0	0	0	0	0	0	0	0	0
ENSG00000224613	0	0	2	0	0	5	17	21	9	6
ENSG00000222069	0	0	0	1	0	0	0	0	0	0
ENSG00000185946	71	117	122	137	93	84	108	112	109	85
ENSG00000240038	5	1	15	13	5	9	24	17	11	10
ENSG00000236085	0	0	0	0	0	0	0	0	0	0
ENSG00000243480	0	0	0	0	0	0	0	0	0	0
ENSG00000237763	1	2	1	1	17	25	0	22	20	16
ENSG00000234441	0	0	0	0	0	0	0	0	0	0
ENSG00000174876	0	0	0	0	0	0	0	0	0	0
ENSG00000227408	0	0	0	0	0	0	0	0	0	0
ENSG00000187733	0	0	0	0	0	0	0	0	0	0
ENSG00000225191	0	0	0	0	4	3	1	0	0	5
ENSG00000215869	0	1	0	0	0	2	1	1	1	0
ENSG00000228347	3	1	1	2	10	35	34	67	63	28
ENSG00000285981	0	0	0	0	0	3	0	7	7	1
ENSG00000225036	0	0	0	0	0	0	0	0	0	0
ENSG00000230768	0	0	0	0	0	0	0	0	0	0
ENSG00000227850	3	1	1	0	2	3	1	0	0	0
ENSG00000237897	1	2	0	0	2	2	2	0	1	2
ENSG00000232952	4	8	1	0	16	25	7	10	6	3
ENSG00000233047	0	0	0	0	0	0	0	0	0	0
ENSG00000237480	0	0	0	0	0	0	0	0	0	0
ENSG00000230932	0	0	0	0	0	0	0	0	0	0
ENSG00000270342	0	0	0	0	0	0	0	0	0	0
ENSG00000270976	0	0	0	0	0	0	0	0	0	0
ENSG00000233449	0	0	0	0	0	0	0	0	0	0
ENSG00000232551	0	0	0	0	0	0	0	0	0	0
ENSG00000237460	0	0	0	0	0	0	0	0	0	0
ENSG00000198890	807	851	945	742	846	730	776	929	763	766
ENSG00000162631	1642	1941	2065	1671	1323	128	64	66	125	160
ENSG00000224550	3	10	5	3	27	29	14	44	29	16
ENSG00000134215	39	70	34	23	30	13	36	64	20	12
ENSG00000275455	0	0	0	0	0	0	0	0	0	0
ENSG00000230489	0	0	0	0	0	0	0	0	0	0
ENSG00000226822	0	0	0	1	0	0	0	0	0	0
ENSG00000085491	824	836	1058	942	872	979	747	794	734	692
ENSG00000260879	0	0	0	0	0	0	0	0	0	0
ENSG00000280186	0	2	0	1	2	1	1	5	4	1
ENSG00000196427	0	0	0	0	0	2	0	0	0	0
ENSG00000238122	0	0	0	0	0	0	0	0	0	0
ENSG00000241361	0	0	0	0	0	0	0	0	0	0
ENSG00000243967	0	0	0	0	0	0	0	0	0	0
ENSG00000238118	0	0	0	0	0	0	0	0	0	0
ENSG00000224698	0	0	0	0	0	0	0	0	0	0
ENSG00000186086	0	0	0	0	0	0	0	0	0	1
ENSG00000283354	0	0	0	0	0	0	0	0	0	0
ENSG00000227832	0	0	0	0	0	1	0	0	1	0
ENSG00000226483	1	0	0	0	0	1	0	0	0	0
ENSG00000162636	412	573	586	504	634	1208	793	603	630	536
ENSG00000162639	70	62	67	72	58	144	192	218	162	84
ENSG00000285923	1	4	0	4	3	2	0	1	2	0
ENSG00000134186	863	950	1014	1002	1087	1141	946	876	909	669
ENSG00000143107	0	0	0	0	0	1	4	0	1	0
ENSG00000232971	0	0	0	0	0	0	0	0	0	0
ENSG00000116266	777	998	942	954	940	1049	977	947	1152	764
ENSG00000228076	0	0	0	0	0	0	0	0	0	0
ENSG00000162641	8	6	14	9	16	5	9	0	5	10
ENSG00000203897	1	4	1	1	1	0	0	0	2	1
ENSG00000121957	876	1124	1157	1066	1160	372	269	267	464	453
ENSG00000121940	585	654	698	703	788	412	402	344	371	310
ENSG00000085433	564	681	670	617	654	712	581	841	585	659
ENSG00000237349	0	1	0	0	0	0	0	0	0	0
ENSG00000244716	17	29	13	12	10	17	16	37	32	17
ENSG00000228665	3	8	2	0	12	19	9	24	19	9
ENSG00000228054	0	0	0	0	0	1	0	0	0	0
ENSG00000197780	633	603	615	508	668	829	1089	919	668	558
ENSG00000273382	10	16	17	18	13	7	13	17	6	10
ENSG00000215717	907	968	947	908	1066	740	1059	1182	885	764
ENSG00000278249	0	0	0	0	0	0	0	0	0	0
ENSG00000270066	0	0	0	0	0	0	0	0	0	0
ENSG00000251484	0	1	0	1	0	2	2	2	2	4
ENSG00000179902	1	0	0	0	0	0	4	2	1	2
ENSG00000116299	12	14	5	8	4	6	37	28	2	13
ENSG00000031698	2869	2808	2718	2569	2761	3075	3396	4185	3319	3095
ENSG00000143126	3410	4897	4264	4390	3701	2490	2121	4082	3729	4478
ENSG00000134222	97	214	239	199	177	530	486	431	539	386
ENSG00000221986	6	4	0	1	1	5	7	6	1	2
ENSG00000134243	3859	6454	5797	4600	5479	11875	8051	14540	14194	16065
ENSG00000143106	1224	1366	1357	1170	1441	2384	2390	2269	2121	1541
ENSG00000143028	33	69	32	22	47	21	15	61	71	40
ENSG00000162650	181	279	259	252	231	117	87	127	146	132
ENSG00000174151	549	656	677	549	680	343	592	548	434	566
ENSG00000181754	40	234	66	53	265	14	15	99	15	97
ENSG00000156097	3	0	2	1	1	3	18	22	11	2
ENSG00000254942	0	0	0	0	0	0	0	0	0	0
ENSG00000065135	2209	2175	2488	2095	2328	2196	2029	1917	2330	1562
ENSG00000206832	0	1	1	0	0	0	0	0	0	0
ENSG00000225113	0	0	0	0	0	0	0	0	0	0
ENSG00000284443	0	0	0	0	0	0	0	0	0	0
ENSG00000134183	0	0	0	0	0	0	0	0	0	0
ENSG00000116337	1062	1128	1225	912	1090	1126	1057	1063	949	1023
ENSG00000228703	0	0	0	0	0	0	0	0	0	0
ENSG00000235045	0	1	0	0	2	0	0	3	0	2
ENSG00000168765	253	454	609	397	436	637	1323	1434	1434	1098
ENSG00000213366	181	182	136	145	124	227	245	315	404	301
ENSG00000134184	1	327	250	275	0	0	340	469	577	0
ENSG00000260246	0	0	0	0	0	0	0	0	0	0
ENSG00000134201	15	13	17	18	56	0	10	7	5	6
ENSG00000241720	0	3	0	0	1	1	1	1	0	0
ENSG00000134202	676	506	545	411	353	951	1174	1208	791	440
ENSG00000198758	0	0	0	0	0	0	0	0	0	0
ENSG00000224927	0	0	0	0	0	0	0	0	0	0
ENSG00000228420	0	0	0	0	0	0	0	0	0	0
ENSG00000235005	0	0	0	0	0	0	0	0	0	0
ENSG00000261055	10	12	3	5	8	0	0	0	0	0
ENSG00000184371	1264	1271	1740	1344	1349	1313	1116	772	851	490
ENSG00000168710	2195	2806	2704	2365	2743	10895	12648	7127	8857	7355
ENSG00000143093	711	1020	859	825	954	1124	1214	1426	1318	1345
ENSG00000258634	102	162	153	153	156	140	423	432	281	275
ENSG00000156150	0	1	0	0	0	0	0	0	0	0
ENSG00000258673	8	0	0	0	0	1	0	0	0	0
ENSG00000186150	11	0	0	0	0	0	6	0	0	0
ENSG00000197106	3	1	1	0	1	304	836	1142	1004	565
ENSG00000227091	0	0	0	0	0	0	0	0	0	0
ENSG00000235526	0	0	0	0	0	0	1	1	2	0
ENSG00000224965	2	0	2	1	3	0	2	1	2	0
ENSG00000116396	185	129	117	91	126	106	102	97	138	122
ENSG00000282852	0	0	0	0	0	0	0	0	0	0
ENSG00000200536	0	0	0	0	0	0	0	0	0	0
ENSG00000227963	3	3	5	6	1	4	0	3	3	1
ENSG00000162775	141	180	219	172	213	285	254	223	241	240
ENSG00000224699	8	16	10	14	8	16	43	29	14	15
ENSG00000168679	642	863	908	751	654	691	201	430	862	606
ENSG00000273373	3	8	8	16	9	3	4	0	7	5
ENSG00000134248	859	965	1006	834	909	1525	1860	1973	2064	1499
ENSG00000143125	0	0	0	0	0	0	5	2	0	1
ENSG00000270380	0	0	0	0	0	0	0	0	0	0
ENSG00000282887	0	0	0	0	0	0	0	0	0	0
ENSG00000283999	0	0	0	0	0	0	0	0	0	0
ENSG00000240194	0	0	0	0	0	0	1	0	0	0
ENSG00000235407	0	0	0	0	0	0	1	0	0	0
ENSG00000143105	2	3	1	1	0	0	0	0	0	0
ENSG00000177301	468	404	514	555	364	105	57	90	175	223
ENSG00000259834	4	0	0	0	0	0	0	0	0	0
ENSG00000177272	7	0	1	2	1	0	0	0	0	0
ENSG00000199710	0	0	0	0	0	0	0	0	0	0
ENSG00000237415	0	2	0	0	1	9	3	3	2	1
ENSG00000232791	0	0	0	0	0	0	0	0	0	0
ENSG00000143119	0	0	0	0	0	0	0	0	0	0
ENSG00000261654	4	5	8	6	4	5	7	4	14	7
ENSG00000232811	4	3	3	6	5	5	11	10	2	13
ENSG00000121931	142	128	145	135	132	211	289	275	208	185
ENSG00000273010	3	1	3	3	4	5	2	7	3	6
ENSG00000225672	0	0	0	0	0	0	0	0	0	0
ENSG00000252760	0	0	0	0	0	0	0	0	0	0
ENSG00000156171	529	537	599	528	531	827	1296	1078	1007	790
ENSG00000134255	326	353	384	370	373	453	647	576	522	417
ENSG00000272982	0	0	0	0	0	0	0	0	0	0
ENSG00000273221	0	0	0	0	0	0	0	0	0	0
ENSG00000162777	20	22	27	18	14	172	209	237	190	140
ENSG00000064886	10	0	6	8	4	3	8	6	6	2
ENSG00000236040	1	3	0	0	1	0	0	1	0	1
ENSG00000203878	0	0	0	0	0	0	1	0	0	0
ENSG00000134216	0	0	0	0	0	0	0	0	0	0
ENSG00000229283	0	0	0	0	0	0	0	0	0	0
ENSG00000232240	0	0	0	0	0	0	0	0	0	0
ENSG00000173947	37	42	35	27	35	11	39	36	30	30
ENSG00000234020	0	0	0	0	0	0	1	0	0	0
ENSG00000236012	0	0	1	0	0	1	0	0	2	0
ENSG00000227179	0	0	0	0	0	0	0	0	1	0
ENSG00000085465	4	5	7	8	8	15	52	22	21	23
ENSG00000260948	2	12	8	6	13	3	17	29	6	9
ENSG00000233337	2	4	1	6	8	3	1	1	5	3
ENSG00000243960	2	2	5	2	2	2	4	3	4	0
ENSG00000116455	448	429	436	399	446	696	489	601	569	510
ENSG00000199890	0	0	0	0	0	0	0	0	0	0
ENSG00000116459	1942	2172	2301	1903	2216	3213	3605	3870	3070	2817
ENSG00000143110	4	6	3	3	5	6	4	4	2	1
ENSG00000121933	10	23	4	12	13	9	4	9	3	4
ENSG00000200360	0	0	0	0	0	0	0	0	0	0
ENSG00000282608	0	2	3	2	1	0	0	0	0	0
ENSG00000116473	1662	1957	2002	1988	2251	1161	1149	1405	1354	1009
ENSG00000231346	3	10	6	12	3	0	0	2	3	4
ENSG00000215867	0	0	0	1	0	0	0	0	0	0
ENSG00000201028	0	0	0	0	0	0	0	0	0	0
ENSG00000197852	2480	3262	2915	3690	3745	127	250	244	122	170
ENSG00000227811	30	22	42	23	30	2	4	4	3	1
ENSG00000284830	6	6	4	8	11	4	4	1	3	1
ENSG00000064703	387	357	347	305	334	762	628	626	556	414
ENSG00000171385	1484	1556	2404	2202	1623	3	5	8	16	5
ENSG00000232558	0	0	0	0	0	0	0	0	0	0
ENSG00000237556	0	0	0	0	0	0	0	0	0	0
ENSG00000231437	32	42	89	41	46	0	0	0	0	0
ENSG00000231246	1	0	2	1	1	0	0	0	0	0
ENSG00000234388	0	0	0	0	0	0	0	0	0	0
ENSG00000238761	0	0	0	0	0	0	0	0	0	0
ENSG00000143079	1443	1757	1758	1505	1783	682	712	975	743	734
ENSG00000283296	1	0	0	1	0	0	0	0	0	0
ENSG00000134245	39	32	33	39	39	13	17	16	14	28
ENSG00000273483	1	0	3	4	2	1	0	3	4	1
ENSG00000007341	231	262	191	308	302	341	241	323	406	250
ENSG00000116489	3060	2977	3339	3016	3258	3568	3781	3032	3201	2339
ENSG00000235299	0	0	0	0	0	0	0	0	0	0
ENSG00000252750	0	0	0	0	0	0	0	0	0	0
ENSG00000155363	765	994	944	1140	886	3153	1625	1599	2924	1649
ENSG00000225075	1	1	6	1	1	5	1	0	3	1
ENSG00000155366	5216	6015	6110	5847	5713	1712	2539	2606	1913	1488
ENSG00000271810	0	0	0	0	0	0	0	0	0	0
ENSG00000155367	24	17	13	12	11	4	2	3	4	1
ENSG00000261595	0	0	1	0	0	0	0	0	0	0
ENSG00000184599	8	3	2	2	5	6	6	2	4	5
ENSG00000234790	0	0	0	0	1	0	1	0	0	0
ENSG00000215866	0	0	0	0	0	4	9	2	1	1
ENSG00000224167	2	0	0	0	0	4	3	4	2	1
ENSG00000228040	0	0	0	0	0	0	0	0	0	0
ENSG00000155380	532	528	490	430	582	1781	2645	2242	1661	1317
ENSG00000229020	0	1	0	0	0	0	0	0	1	2
ENSG00000226419	24	43	44	38	32	56	34	32	39	27
ENSG00000287807	0	0	1	0	0	0	0	0	0	0
ENSG00000238198	6	4	7	4	1	8	17	18	17	14
ENSG00000198799	254	289	253	272	269	224	335	285	223	235
ENSG00000237278	0	0	0	0	0	0	0	0	0	0
ENSG00000233839	0	0	0	0	1	1	0	0	2	0
ENSG00000236887	0	0	0	0	3	8	2	8	3	4
ENSG00000081026	213	254	230	210	237	205	179	227	202	183
ENSG00000232499	3	3	2	3	17	11	2	7	6	5
ENSG00000238256	0	0	0	0	0	0	0	0	0	0
ENSG00000116793	653	757	893	705	813	719	947	605	704	649
ENSG00000232450	13	17	22	20	22	9	9	3	6	11
ENSG00000081019	348	394	362	354	372	265	338	333	251	222
ENSG00000231128	0	0	0	0	0	0	0	0	0	0
ENSG00000134242	1	0	1	0	0	5	0	1	0	0
ENSG00000226167	2	1	3	2	4	5	5	2	1	3
ENSG00000188761	3	1	4	0	1	2	4	0	2	1
ENSG00000134262	166	173	172	165	219	211	212	203	229	206
ENSG00000118655	199	300	258	189	290	360	164	139	222	177
ENSG00000235527	0	0	0	0	0	1	1	0	2	0
ENSG00000163349	1896	2217	2274	2044	2080	1537	1838	1919	1539	1614
ENSG00000116774	1947	1475	867	660	1288	88	442	294	156	76
ENSG00000270780	0	0	0	0	0	0	0	0	0	0
ENSG00000282048	0	0	0	0	0	0	0	0	0	0
ENSG00000134207	149	240	163	123	353	4	49	13	1	2
ENSG00000232895	0	0	0	0	0	0	0	0	0	0
ENSG00000273698	0	0	0	0	0	0	0	0	0	0
ENSG00000271419	0	0	0	0	0	0	0	0	0	0
ENSG00000197323	739	778	810	798	831	1180	1188	1027	870	773
ENSG00000226984	0	0	0	0	3	1	0	1	0	0
ENSG00000225650	0	0	0	0	0	0	0	0	0	0
ENSG00000201114	0	0	0	0	0	0	0	0	0	0
ENSG00000236480	5	8	3	3	19	30	7	11	23	15
ENSG00000116752	470	473	479	442	496	809	753	748	706	431
ENSG00000175984	40	37	46	46	40	44	64	46	40	32
ENSG00000116748	0	0	0	0	0	0	1	0	0	0
ENSG00000242769	0	0	0	0	0	0	0	0	0	0
ENSG00000213281	2240	2235	2453	2111	2323	2223	1759	1570	1946	1557
ENSG00000009307	9673	11481	11109	9923	10966	9645	9551	10901	10966	9407
ENSG00000201900	3	0	1	1	0	1	0	0	0	1
ENSG00000052723	653	631	689	672	710	672	930	780	678	550
ENSG00000227970	0	0	0	0	0	0	0	0	0	0
ENSG00000198765	0	0	0	0	0	0	0	0	0	0
ENSG00000134200	0	0	0	0	0	0	0	0	0	0
ENSG00000134198	24	9	3	0	2	0	0	1	0	0
ENSG00000233730	0	0	0	0	0	0	0	0	0	0
ENSG00000285698	1	1	2	1	1	0	0	0	0	0
ENSG00000228035	0	0	0	0	0	0	0	2	0	0
ENSG00000134259	172	124	109	113	121	0	0	0	0	0
ENSG00000287103	0	1	0	0	0	0	0	0	0	0
ENSG00000226973	0	0	0	0	0	0	0	0	0	0
ENSG00000274468	0	0	0	0	0	0	0	0	0	0
ENSG00000229101	0	0	0	0	0	0	0	0	0	0
ENSG00000232185	0	0	0	0	0	0	0	0	1	1
ENSG00000270631	0	0	0	0	0	0	0	0	0	0
ENSG00000239984	0	0	0	0	0	0	0	0	0	0
ENSG00000207502	0	0	0	0	0	0	0	0	0	0
ENSG00000173218	861	866	1043	919	876	2035	1888	1989	2384	1773
ENSG00000118729	0	2	1	0	1	98	203	173	264	132
ENSG00000177551	0	1	4	3	1	2	3	0	0	0
ENSG00000214204	0	0	0	0	1	0	2	1	2	0
ENSG00000228127	0	0	0	0	0	2	1	0	1	0
ENSG00000271143	0	0	0	0	0	0	0	1	0	0
ENSG00000163393	21	34	44	32	33	91	114	77	95	56
ENSG00000237993	0	0	0	0	0	0	0	0	0	0
ENSG00000173212	0	0	2	0	0	1	4	3	0	1
ENSG00000235933	0	0	0	0	0	0	0	0	0	0
ENSG00000221040	0	0	0	0	0	0	0	0	0	0
ENSG00000287217	0	0	0	0	0	0	0	0	0	0
ENSG00000163399	7182	8266	9339	7743	7619	44273	34106	44455	41318	41428
ENSG00000203865	32	39	33	33	40	38	23	62	30	47
ENSG00000212385	0	2	0	1	0	2	0	3	1	6
ENSG00000233154	1	3	3	2	0	9	12	28	15	11
ENSG00000230381	1	0	0	0	0	2	1	1	0	1
ENSG00000200547	0	0	0	0	0	0	0	0	0	0
ENSG00000224950	5	11	11	14	5	4	1	4	11	2
ENSG00000286276	0	3	1	2	2	0	0	0	0	0
ENSG00000116815	374	612	512	437	452	236	145	153	239	130
ENSG00000177173	1	9	8	2	9	6	4	6	3	3
ENSG00000264419	0	0	0	0	0	0	0	0	0	0
ENSG00000143061	1365	2065	1820	1333	1763	3480	5891	7925	5771	4760
ENSG00000211543	0	0	0	0	0	0	0	0	0	0
ENSG00000203864	0	0	0	0	0	0	0	0	0	1
ENSG00000231072	0	0	0	0	1	0	0	0	0	1
ENSG00000223489	0	0	0	0	0	0	0	0	1	0
ENSG00000116824	0	0	0	0	0	0	0	0	0	0
ENSG00000225079	0	0	0	0	0	0	0	0	0	0
ENSG00000272715	0	0	0	0	0	1	1	1	3	4
ENSG00000134247	590	411	410	118	398	3209	3265	2682	2302	2187
ENSG00000252510	0	0	0	0	0	0	0	0	0	0
ENSG00000134256	3	6	8	0	3	15	12	18	15	6
ENSG00000236137	0	0	0	0	0	2	3	4	5	0
ENSG00000116830	280	364	392	393	419	994	615	620	825	635
ENSG00000215930	0	0	0	0	0	0	0	0	0	0
ENSG00000134253	64	102	108	104	110	111	122	196	167	93
ENSG00000228453	0	0	0	0	0	0	0	0	1	0
ENSG00000134258	0	0	0	0	0	1	10	3	1	3
ENSG00000277141	0	0	0	0	0	0	0	0	0	0
ENSG00000235202	0	0	0	0	0	0	0	0	0	0
ENSG00000271427	4	1	0	2	0	1	2	0	2	1
ENSG00000198162	2016	2390	2397	2573	2372	1203	1107	1138	1303	1068
ENSG00000279513	0	2	0	0	1	1	0	2	1	0
