"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"ENSG00000254061.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254063.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000254064.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254065.1",0,0,0,0,0,0,0,0,1,0
"ENSG00000254066.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000254067.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000254069.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000254070.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254073.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254075.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254076.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254077.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254079.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254080.1",0,0,0,0,0,0,1,0,0,0
"ENSG00000254081.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000254083.6",0,0,0,0,0,0,0,0,0,0
"ENSG00000254084.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254086.1",0,0,0,0,0,0,3,0,0,0
"ENSG00000254087.8",14,4,4,9,8,365,341,181,217,202
"ENSG00000254088.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254089.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000254090.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254091.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000254092.2",1,0,0,1,0,0,0,0,0,0
"ENSG00000254093.9",182,206,189,179,224,220,271,243,232,190
"ENSG00000254094.1",0,0,0,0,2,0,0,0,0,0
"ENSG00000254095.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254097.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254098.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254099.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254101.7",0,0,2,3,0,12,1,0,0,0
"ENSG00000254102.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000254103.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254104.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000254105.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254106.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254109.6",13,4,5,8,7,35,49,63,59,47
"ENSG00000254111.3",0,0,0,0,0,0,0,0,0,0
"ENSG00000254112.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254113.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254114.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254115.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254118.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254119.5",0,0,0,0,0,0,0,0,0,0
"ENSG00000254120.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254122.2",2100,3864,2586,2260,2706,573,1306,786,445,898
"ENSG00000254123.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000254124.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254126.8",0,0,0,0,0,0,0,0,0,0
"ENSG00000254127.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254129.1",0,0,0,0,0,0,0,0,1,0
"ENSG00000254130.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254131.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254132.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254134.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254135.3",0,2,0,0,0,0,0,0,0,0
"ENSG00000254136.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254138.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254139.1",0,0,0,0,0,1,0,0,0,0
"ENSG00000254141.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254143.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254145.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254146.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254150.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254151.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254152.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254153.1",0,0,0,0,0,1,0,0,0,0
"ENSG00000254154.8",23,64,43,33,28,41,48,51,28,14
"ENSG00000254156.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254157.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254158.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254160.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254161.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254162.1",0,0,0,0,0,1,0,1,0,0
"ENSG00000254163.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254164.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254165.1",1,0,2,1,0,0,3,0,0,2
"ENSG00000254166.3",1,0,0,0,0,0,0,0,0,0
"ENSG00000254167.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254170.1",0,0,0,0,0,2,1,1,0,0
"ENSG00000254171.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254172.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254174.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254175.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254176.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254177.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254178.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254180.2",1,1,0,0,3,3,5,2,0,2
"ENSG00000254181.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254182.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254183.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254185.1",0,0,0,0,1,0,0,0,1,0
"ENSG00000254186.3",0,0,1,0,0,2,0,1,1,1
"ENSG00000254187.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254189.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254190.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254192.1",0,0,0,0,0,0,1,0,0,0
"ENSG00000254193.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254194.5",0,0,0,0,0,0,0,0,0,0
"ENSG00000254195.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254197.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254198.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254200.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254201.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254202.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000254203.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254204.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254205.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254206.5",22,40,25,37,30,53,53,74,71,31
"ENSG00000254207.1",0,1,0,0,0,0,0,0,0,0
"ENSG00000254208.1",0,0,0,0,1,0,0,0,0,0
"ENSG00000254209.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000254211.6",0,0,0,0,0,0,0,0,0,0
"ENSG00000254212.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254213.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000254215.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254216.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254219.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254220.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254221.2",120,150,157,137,190,18,18,89,30,21
"ENSG00000254222.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254224.2",1,2,1,1,1,4,0,5,4,3
"ENSG00000254225.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254226.6",0,0,0,0,0,0,6,1,3,6
"ENSG00000254227.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254228.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000254229.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000254230.1",0,0,0,0,1,0,0,2,0,0
"ENSG00000254231.3",0,0,1,1,0,6,3,1,4,0
"ENSG00000254233.1",1,0,0,0,0,0,0,0,0,0
"ENSG00000254236.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254237.6",0,0,0,0,0,0,0,0,0,0
"ENSG00000254238.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254239.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254240.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254241.1",0,0,0,0,0,0,0,0,1,1
"ENSG00000254242.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000254244.1",0,3,0,0,3,7,3,2,8,2
"ENSG00000254245.2",177,255,220,233,163,74,57,138,68,189
"ENSG00000254246.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254247.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254248.1",0,1,0,0,0,0,0,1,0,0
"ENSG00000254249.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254251.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254252.1",0,0,0,0,0,0,0,0,1,0
"ENSG00000254253.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254254.6",0,0,0,0,0,0,0,0,0,1
"ENSG00000254255.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254256.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254258.1",0,0,2,0,0,1,0,0,0,1
"ENSG00000254260.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254261.1",0,0,0,0,0,0,0,1,0,0
"ENSG00000254263.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254264.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000254265.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254266.6",0,0,0,0,0,0,0,0,0,0
"ENSG00000254268.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254270.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254271.1",0,0,0,0,0,0,0,1,0,0
"ENSG00000254272.1",0,0,0,0,0,1,0,0,0,0
"ENSG00000254273.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254274.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254275.6",0,0,0,0,0,0,0,0,0,0
"ENSG00000254277.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254278.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254279.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254283.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254285.3",0,0,0,0,0,0,0,0,0,0
"ENSG00000254287.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254288.1",0,0,2,0,0,1,2,9,0,0
"ENSG00000254289.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000254290.1",0,0,0,0,0,0,2,1,0,0
"ENSG00000254291.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254292.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254293.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254294.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254295.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254297.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254298.1",0,0,0,0,0,0,1,0,0,0
"ENSG00000254299.3",0,0,0,0,0,0,0,0,0,0
"ENSG00000254300.1",0,0,1,1,2,0,0,0,0,0
"ENSG00000254302.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000254303.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254305.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254306.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254307.2",0,1,0,0,0,0,0,0,0,0
"ENSG00000254308.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254309.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254310.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254311.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254312.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254313.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254314.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254315.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254316.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254317.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254319.6",0,0,0,0,0,0,0,0,0,0
"ENSG00000254320.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254321.2",0,0,0,0,0,7,3,0,5,0
"ENSG00000254324.3",0,0,0,0,0,0,0,0,0,0
"ENSG00000254325.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000254326.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254328.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254329.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254330.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254331.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254332.1",153,328,152,46,427,288,119,182,272,148
"ENSG00000254333.1",2,1,0,1,0,0,1,0,0,0
"ENSG00000254334.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000254335.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254336.1",0,0,0,0,0,0,0,1,0,2
"ENSG00000254337.2",0,0,0,0,0,0,1,0,0,0
"ENSG00000254338.1",0,0,0,2,3,0,0,0,0,0
"ENSG00000254339.5",0,0,0,0,0,0,0,0,0,0
"ENSG00000254340.2",1,0,0,0,0,0,0,0,0,0
"ENSG00000254341.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000254342.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254343.2",0,0,0,0,1,3,2,0,3,0
"ENSG00000254344.3",0,0,0,0,0,0,0,0,0,0
"ENSG00000254345.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254346.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000254347.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254348.1",0,0,0,0,1,0,0,0,0,0
"ENSG00000254349.6",0,0,0,0,0,0,0,0,0,0
"ENSG00000254350.1",1,1,0,0,0,0,0,0,0,0
"ENSG00000254351.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254352.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254355.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254357.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254358.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254361.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000254362.1",0,0,0,0,0,1,0,0,0,0
"ENSG00000254363.6",2,3,1,2,0,0,0,2,6,3
"ENSG00000254364.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254365.1",1,0,0,0,0,0,0,0,1,0
"ENSG00000254366.7",0,0,0,0,0,0,0,0,0,0
"ENSG00000254367.5",0,0,0,0,0,0,0,0,0,0
"ENSG00000254369.6",0,0,0,0,0,6,3,7,0,1
"ENSG00000254370.1",0,1,0,1,1,0,0,1,0,1
"ENSG00000254372.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254373.1",0,0,0,0,0,0,1,1,1,1
"ENSG00000254376.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000254377.6",0,0,0,0,0,0,0,0,0,0
"ENSG00000254380.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000254381.3",0,0,0,0,0,0,0,0,0,0
"ENSG00000254383.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254384.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254387.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254388.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254389.3",41,58,70,39,48,30,41,36,20,30
"ENSG00000254391.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254392.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254394.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000254395.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254396.1",0,0,0,0,0,0,1,0,1,0
"ENSG00000254397.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254398.1",0,0,0,0,1,0,0,1,0,0
"ENSG00000254399.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000254400.1",2,1,2,2,1,1,3,7,1,2
"ENSG00000254401.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000254402.7",46,60,51,31,52,42,42,52,48,44
"ENSG00000254403.1",0,0,0,0,0,1,0,0,0,0
"ENSG00000254404.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254406.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254407.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254408.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254409.3",0,0,0,0,0,0,0,0,0,0
"ENSG00000254411.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254412.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254413.8",52,37,41,59,2,195,105,19,93,68
"ENSG00000254415.3",0,0,0,0,0,0,0,1,0,0
"ENSG00000254416.6",419,184,374,269,189,257,241,275,1628,348
"ENSG00000254417.1",9,10,5,1,22,0,0,0,0,0
"ENSG00000254418.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254419.1",2,0,0,2,0,0,0,0,0,1
"ENSG00000254420.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254422.1",0,2,0,0,0,1,2,0,1,0
"ENSG00000254423.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254424.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254425.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254427.2",3,6,1,2,7,0,3,2,6,5
"ENSG00000254428.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254429.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254430.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254431.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254432.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254433.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254434.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254436.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254437.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254438.1",0,0,0,0,0,1,0,8,2,4
"ENSG00000254440.3",0,0,0,0,0,0,0,0,0,0
"ENSG00000254441.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254442.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254443.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254444.1",0,0,0,0,0,0,0,0,0,1
"ENSG00000254445.1",3,19,19,13,0,10,5,14,21,0
"ENSG00000254447.3",0,0,0,0,0,1,0,0,0,0
"ENSG00000254449.1",0,0,0,0,0,0,1,0,0,0
"ENSG00000254450.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254451.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000254452.1",0,2,4,0,4,0,1,5,1,0
"ENSG00000254453.1",1,0,1,0,0,0,1,1,1,0
"ENSG00000254454.2",2,0,1,0,1,1,1,1,1,1
"ENSG00000254455.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254456.6",0,0,0,0,0,0,0,0,0,0
"ENSG00000254457.3",0,0,0,0,0,0,0,0,0,0
"ENSG00000254458.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254459.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254460.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254461.1",0,0,0,0,1,1,1,3,0,0
"ENSG00000254462.1",8,0,5,3,0,0,2,11,2,12
"ENSG00000254463.1",0,0,0,0,0,1,0,0,0,0
"ENSG00000254464.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254465.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254466.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000254467.2",0,0,0,0,0,0,0,0,2,0
"ENSG00000254468.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000254469.7",2,12,12,12,17,8,5,12,9,9
"ENSG00000254470.3",694,813,812,669,756,3951,2817,3835,3229,4426
"ENSG00000254471.1",0,0,0,0,0,0,1,0,0,0
"ENSG00000254472.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254473.1",16,18,19,25,19,41,57,80,81,51
"ENSG00000254475.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254477.2",2,11,10,4,8,6,1,9,1,3
"ENSG00000254478.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254479.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254480.2",0,3,2,0,0,0,3,0,2,3
"ENSG00000254481.1",0,2,1,0,1,0,0,0,0,0
"ENSG00000254482.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254483.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254484.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254485.5",0,0,0,2,1,1,2,6,3,8
"ENSG00000254486.1",1,2,0,1,2,0,0,0,0,0
"ENSG00000254487.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000254488.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254489.2",0,0,0,0,0,0,1,0,0,0
"ENSG00000254490.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254491.1",0,0,0,0,0,1,0,1,0,0
"ENSG00000254492.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254495.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254496.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254497.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254498.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254499.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254500.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254501.1",1,1,1,0,1,0,1,1,1,0
"ENSG00000254502.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254503.1",0,0,0,0,0,1,1,0,0,0
"ENSG00000254505.10",456,479,451,497,580,478,430,686,788,552
"ENSG00000254506.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254507.2",0,9,8,7,4,6,1,1,10,4
"ENSG00000254508.5",0,0,0,0,0,0,0,0,0,0
"ENSG00000254509.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254510.2",7,12,10,7,17,0,0,0,0,0
"ENSG00000254511.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254512.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254514.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254515.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254516.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254517.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254518.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254519.5",0,0,0,0,0,0,0,0,0,0
"ENSG00000254521.7",0,0,0,0,0,0,0,0,0,0
"ENSG00000254522.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254524.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254526.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254527.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254528.7",0,2,0,0,3,0,3,0,0,0
"ENSG00000254529.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254530.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000254531.1",31,54,32,45,44,25,81,83,61,66
"ENSG00000254532.2",0,0,0,0,0,0,1,0,0,0
"ENSG00000254533.1",7,5,7,1,7,0,1,0,0,1
"ENSG00000254534.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254535.4",18,7,4,9,4,1,0,0,0,0
"ENSG00000254536.2",20,42,44,45,85,69,6,19,60,47
"ENSG00000254537.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254538.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254539.1",2,0,1,4,0,4,2,3,4,1
"ENSG00000254540.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254541.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254542.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254543.1",0,0,0,0,1,0,0,0,0,0
"ENSG00000254544.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254545.1",0,0,0,0,0,0,0,1,0,0
"ENSG00000254546.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254547.1",0,0,0,0,0,0,0,3,2,12
"ENSG00000254548.1",0,0,0,0,0,0,2,2,0,0
"ENSG00000254550.1",0,0,0,2,0,0,0,0,0,1
"ENSG00000254551.1",0,0,0,0,0,0,2,0,2,0
"ENSG00000254552.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254553.1",2,0,7,4,0,0,7,0,20,0
"ENSG00000254554.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254555.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254556.1",0,0,0,1,0,0,0,0,0,0
"ENSG00000254557.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254558.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254559.1",0,0,0,0,0,0,0,1,0,0
"ENSG00000254560.6",13,6,4,4,15,0,0,0,0,0
"ENSG00000254561.4",0,0,0,0,0,0,0,0,0,0
"ENSG00000254562.7",0,0,0,0,0,0,0,0,0,0
"ENSG00000254563.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254564.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254565.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254566.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254567.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000254568.1",1,0,0,0,0,0,0,0,0,0
"ENSG00000254569.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254571.1",1,0,0,0,0,1,0,0,0,0
"ENSG00000254572.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000254573.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254574.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254575.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000254576.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000254577.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254578.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254579.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000254580.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254581.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254582.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254583.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254584.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000254585.5",47,33,25,26,20,22,20,88,110,98
"ENSG00000254586.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000254587.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000254588.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254589.1",0,2,0,0,2,1,1,1,0,0
"ENSG00000254590.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254591.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254592.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254593.1",1,1,0,0,0,0,0,0,0,0
"ENSG00000254594.5",0,0,0,0,0,0,0,0,0,0
"ENSG00000254595.1",0,4,4,6,0,1,1,6,4,1
"ENSG00000254596.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000254598.3",219,205,231,263,240,370,329,239,205,190
